Coin,USD_TYPE,USD_MARKET,USD_FROMSYMBOL,USD_TOSYMBOL,USD_FLAGS,USD_PRICE,USD_LASTUPDATE,USD_MEDIAN,USD_LASTVOLUME,USD_LASTVOLUMETO,USD_LASTTRADEID,USD_VOLUMEDAY,USD_VOLUMEDAYTO,USD_VOLUME24HOUR,USD_VOLUME24HOURTO,USD_OPENDAY,USD_HIGHDAY,USD_LOWDAY,USD_OPEN24HOUR,USD_HIGH24HOUR,USD_LOW24HOUR,USD_LASTMARKET,USD_VOLUMEHOUR,USD_VOLUMEHOURTO,USD_OPENHOUR,USD_HIGHHOUR,USD_LOWHOUR,USD_TOPTIERVOLUME24HOUR,USD_TOPTIERVOLUME24HOURTO,USD_CHANGE24HOUR,USD_CHANGEPCT24HOUR,USD_CHANGEDAY,USD_CHANGEPCTDAY,USD_CHANGEHOUR,USD_CHANGEPCTHOUR,USD_CONVERSIONTYPE,USD_CONVERSIONSYMBOL,USD_SUPPLY,USD_MKTCAP,USD_MKTCAPPENALTY,USD_CIRCULATINGSUPPLY,USD_CIRCULATINGSUPPLYMKTCAP,USD_TOTALVOLUME24H,USD_TOTALVOLUME24HTO,USD_TOTALTOPTIERVOLUME24H,USD_TOTALTOPTIERVOLUME24HTO,USD_IMAGEURL,INR_TYPE,INR_MARKET,INR_FROMSYMBOL,INR_TOSYMBOL,INR_FLAGS,INR_PRICE,INR_LASTUPDATE,INR_MEDIAN,INR_LASTVOLUME,INR_LASTVOLUMETO,INR_LASTTRADEID,INR_VOLUMEDAY,INR_VOLUMEDAYTO,INR_VOLUME24HOUR,INR_VOLUME24HOURTO,INR_OPENDAY,INR_HIGHDAY,INR_LOWDAY,INR_OPEN24HOUR,INR_HIGH24HOUR,INR_LOW24HOUR,INR_LASTMARKET,INR_VOLUMEHOUR,INR_VOLUMEHOURTO,INR_OPENHOUR,INR_HIGHHOUR,INR_LOWHOUR,INR_TOPTIERVOLUME24HOUR,INR_TOPTIERVOLUME24HOURTO,INR_CHANGE24HOUR,INR_CHANGEPCT24HOUR,INR_CHANGEDAY,INR_CHANGEPCTDAY,INR_CHANGEHOUR,INR_CHANGEPCTHOUR,INR_CONVERSIONTYPE,INR_CONVERSIONSYMBOL,INR_SUPPLY,INR_MKTCAP,INR_MKTCAPPENALTY,INR_CIRCULATINGSUPPLY,INR_CIRCULATINGSUPPLYMKTCAP,INR_TOTALVOLUME24H,INR_TOTALVOLUME24HTO,INR_TOTALTOPTIERVOLUME24H,INR_TOTALTOPTIERVOLUME24HTO,INR_IMAGEURL,EUR_TYPE,EUR_MARKET,EUR_FROMSYMBOL,EUR_TOSYMBOL,EUR_FLAGS,EUR_PRICE,EUR_LASTUPDATE,EUR_MEDIAN,EUR_LASTVOLUME,EUR_LASTVOLUMETO,EUR_LASTTRADEID,EUR_VOLUMEDAY,EUR_VOLUMEDAYTO,EUR_VOLUME24HOUR,EUR_VOLUME24HOURTO,EUR_OPENDAY,EUR_HIGHDAY,EUR_LOWDAY,EUR_OPEN24HOUR,EUR_HIGH24HOUR,EUR_LOW24HOUR,EUR_LASTMARKET,EUR_VOLUMEHOUR,EUR_VOLUMEHOURTO,EUR_OPENHOUR,EUR_HIGHHOUR,EUR_LOWHOUR,EUR_TOPTIERVOLUME24HOUR,EUR_TOPTIERVOLUME24HOURTO,EUR_CHANGE24HOUR,EUR_CHANGEPCT24HOUR,EUR_CHANGEDAY,EUR_CHANGEPCTDAY,EUR_CHANGEHOUR,EUR_CHANGEPCTHOUR,EUR_CONVERSIONTYPE,EUR_CONVERSIONSYMBOL,EUR_SUPPLY,EUR_MKTCAP,EUR_MKTCAPPENALTY,EUR_CIRCULATINGSUPPLY,EUR_CIRCULATINGSUPPLYMKTCAP,EUR_TOTALVOLUME24H,EUR_TOTALVOLUME24HTO,EUR_TOTALTOPTIERVOLUME24H,EUR_TOTALTOPTIERVOLUME24HTO,EUR_IMAGEURL
LEO,5,CCCAGG,LEO,USD,513,5.90182788,1656325047,5.902127968,0.6538385,3.85884228831738,1150270682,255.80552259000012,1509.720165079633,750.20231469,4427.564936477976,5.9121655,6.10193694,5.669904130000001,5.88913314,6.32320414,5.5092646,Bitfinex,5.15784102,30.44068993244364,5.89767815,5.921547660000001,5.87802002,750.20231469,4427.564936477976,0.012694739999999705,0.21556211581930212,-0.010337620000000491,-0.17485335956851158,0.004149729999999963,0.07036209664984792,multiply,ETH,935224363.9,5519533224.920285,0,0,0,33670.38601000726,198716.8228842228,33670.38601000726,198716.8228842228,/media/35650675/leo.png,5,CCCAGG,LEO,INR,2052,511.825741632,1656324943,516.3265348542,0.90832104,464.9020899379495,1150313352,646.3978224600003,330843.0448698995,1447.79970431,741021.1573930561,519.787423986,711.426180246,448.3480179319999,539.5332731130001,711.426180246,417.277964726,Bitfinex,5.53388325,2832.383898536153,510.709842486,512.011724823,505.502313138,1447.79970431,741021.1573930561,-27.707531481000046,-5.13546297545897,-7.961682354000004,-1.5317189271232627,1.1158991460000038,0.218499635833941,multiply,BTC,935224363.9,478671903645.43286,0,0,0,33670.38601000726,17233370.290607687,33670.38601000726,17233370.290607687,/media/35650675/leo.png,5,CCCAGG,LEO,EUR,513,5.583144720000001,1656325043,5.5831447312,0.6538385,3.65047496900772,1150270682,255.80552259000012,1428.1992527952,750.20231469,4188.488092193253,5.594810620000001,5.767764199999999,5.367760200000001,5.588665229999999,5.994069179999999,5.21400436,Bitfinex,5.15784102,28.79697285741242,5.579704309999999,5.60060944,5.55999835,750.20231469,4188.488092193253,-0.005520509999998424,-0.09878047392003876,-0.011665900000000562,-0.20851286651773315,0.003440410000002281,0.06165936058361275,multiply,ETH,935224363.9,5221492969.323645,0,0,0,33670.38601000726,187986.63787213396,33670.38601000726,187986.63787213396,/media/35650675/leo.png
APE,5,CCCAGG,APE,USD,2052,4.85,1656325047,4.849,10.3,49.9447,4384172352,1927489.5814404697,9329309.519885287,6084581.90751292,30222278.419106286,4.695,4.974,4.666,5.137,5.3,4.666,ftx,28335.13591510001,138060.45299109514,4.892,4.895,4.844,6084581.90751292,30222278.419106286,-0.2869999999999999,-5.586918434884173,0.15499999999999936,3.301384451544182,-0.0420000000000007,-0.8585445625511181,direct,,1000000000,4850000000,0,0,0,25272943.99264234,123285834.53198396,22743963.135147516,111020277.37313408,/media/39838302/ape.png,5,CCCAGG,APE,INR,1026,419.578078896,1656325055,421.3077225723,1.5,629.367118344,945912635,517516.9948679401,217138786.5027214,1517777.30685163,636826086.6007516,411.798859202,591.6786835710001,366.574890122,469.372389795,626.4684826050001,345.963069483,btse,12651.122902959982,5308133.843501136,424.7856082439999,424.7856082439999,419.392095705,1517777.30685163,636826086.6007516,-49.79431089899998,-10.608700465050322,7.779219694000005,1.8890823809164705,-5.207529347999866,-1.2259194395796535,multiply,BTC,1000000000,419578078896,0,0,0,25272943.273342337,10603972986.676565,22743962.415847514,9542868056.924128,/media/39838302/ape.png,5,CCCAGG,APE,EUR,513,4.584,1656324928,4.5887,27.95,128.254165,327794,114130.58415618027,522685.06513373076,428460.26112927,2037610.3889288472,4.449,4.706,4.424,4.875,5.025,4.424,Binance,4061.55293889,18691.17527882679,4.633,4.635,4.582,428460.26112927,2037610.3889288472,-0.29100000000000037,-5.9692307692307764,0.1349999999999998,3.034389750505727,-0.04900000000000038,-1.05763004532701,direct,,1000000000,4584000000,0,0,0,25272810.866642345,115924113.56460077,22743830.009147517,104331265.31384447,/media/39838302/ape.png
TITAN,5,CCCAGG,TITAN,USD,0,1.6285803479,1656325049,1.628643486,1.7,2.76858659143,1180975,0,0,0,0,1.5998958723,1.6359172994,1.5913509292,1.6282874784,1.6649737573,1.5911523865,HuobiPro,0,0,1.63147329,1.6323800444,1.6269615783,0,0,0.00029286949999995926,0.017986350929120997,0.02868447559999998,1.7928964063619566,-0.0028929420999999067,-0.1773208374131523,multiply,BTC,1000000000,1628580347.9,0,0,0,98684.67275367444,160715.9186855768,98684.67275367444,160715.9186855768,/media/37305672/titan.png,5,CCCAGG,TITAN,INR,0,141.4774133937,1656321627,141.4774133937,1.7,240.51160276929,1180975,0,0,0,0,140.6625021082,191.7724646751,125.6662996466,149.0820780447,191.7724646751,118.7073103093,HuobiPro,0,0,141.4774133937,141.4774133937,141.4774133937,0,0,-7.604664651000007,-5.100991850086677,0.8149112855000169,0.5793379708781046,0,0,multiply,BTC,1000000000,141477413393.7,0,0,0,98684.67275367444,13961652.242793603,98684.67275367444,13961652.242793603,/media/37305672/titan.png,5,CCCAGG,TITAN,EUR,0,1.540988025,1656325057,1.54156805875,1.7,2.6196796425,1180975,0,0,0,0,1.5146792155,1.5462908647,1.5072836901,1.5448485775,1.5790747526,1.5071627388,HuobiPro,0,0,1.5436421073,1.5440757063,1.5396164829,0,0,-0.0038605524999999474,-0.24989844028904168,0.02630880950000014,1.736922856719568,-0.0026540822999998603,-0.17193637614888224,multiply,BTC,1000000000,1540988025,0,0,0,98684.67275367444,152071.8989644561,98684.67275367444,152071.8989644561,/media/37305672/titan.png
BIT
AXS,5,CCCAGG,AXS,USD,2052,16.71,1656325048,16.71,0.2,3.3424,4384171702,76065.26649786004,1250197.6766905838,237648.46071079996,3985943.7980010435,16.17,16.91,16.01,17.47,17.85,16,ftx,758.6220632100001,12689.809863150369,16.78,16.79,16.7,237648.46071079996,3985943.7980010435,-0.759999999999998,-4.350314825414986,0.5399999999999991,3.339517625231905,-0.07000000000000028,-0.4171632896305142,direct,,270000000,4511700000,0,0,0,4822922.782647684,80605877.71756637,4543850.799861463,75942584.8852086,/media/37746925/axs.png,5,CCCAGG,AXS,INR,516,1452.156755328,1656324971,1453.272654474,0.10413058,151.2139251832227,2923786866,67458.96198429752,97960987.35291238,164320.87215839745,238619664.5462055,1420.678327458,1987.052144826,1261.453745368,1599.001807239,2074.530842397,1189.413854578,CoinEx,3532.0354854199986,5129069.190210862,1453.644620856,1456.620351912,1452.156755328,164320.87215839745,238619664.5462055,-146.84505191100016,-9.18354508707891,31.478427869999905,2.215732249982571,-1.4878655280001567,-0.10235414534289716,multiply,BTC,270000000,392082323938.56,0,0,0,4822922.122647684,7003638940.823691,4543850.799861463,6598383634.221359,/media/37746925/axs.png,5,CCCAGG,AXS,EUR,1026,15.81,1656324894,15.87217,0.8,12.64,586597,921.8265113599999,14502.857425597367,8287.68784092,132494.9240228146,15.31,15.93,15.2,16.61,16.9,15.22,Coinbase,2.8788,45.635066996,15.88,15.88,15.81,8287.68784092,132494.9240228146,-0.7999999999999989,-4.8163756773028235,0.5,3.2658393207054215,-0.07000000000000028,-0.44080604534005213,direct,,270000000,4268700000,0,0,0,4822922.122647684,76251865.33831775,4543850.799861463,71839747.7250676,/media/37746925/axs.png
LTC,5,CCCAGG,LTC,USD,2052,58,1656325051,58,0.00303327,0.17592966,96605725,122121.36485652918,7045344.709477423,294052.02305490995,17059623.773172185,56.63,58.59,56.44,58.61,60.41,56.43,Coinbase,1672.356858160002,97019.52678544521,58.12,58.16,57.87,294052.02305490995,17059623.773172185,-0.6099999999999994,-1.0407780242279465,1.3699999999999974,2.4192124315733663,-0.11999999999999744,-0.206469373709562,direct,,70594195.73347135,4094463352.5413384,0,70594195.73347135,4094463352.5413384,1743273.597662096,101114475.10038897,1732384.4139346667,100482902.44419807,/media/37746243/ltc.png,5,CCCAGG,LTC,INR,2052,5036.42481228,1656325058,5040.7210239921,0.12,604.3709774736,16563250580001,56932.69826127817,286737254.1531518,160082.67296203002,806244346.1220727,4975.97992866,6927.70780764,4442.180619819999,5362.01611056,6968.043806520001,4193.06616013,aax,1629.5304821499985,8207007.752666844,5043.86413992,5043.86413992,5030.84531655,160082.67296203002,806244346.1220727,-325.59129828000005,-6.072180529983448,60.44488361999993,1.2147332683529806,-7.439327639999647,-0.14749262536872457,multiply,BTC,70594195.73347135,355542358995.00604,0,70594195.73347135,355542358995.00604,1743281.0096180758,8779903731.617006,1732390.8183906465,8725056102.308708,/media/37746243/ltc.png,5,CCCAGG,LTC,EUR,516,54.84,1656325055,54.8824,0.19,10.43556,462364,16195.498396270023,885644.8112752157,44118.609104990006,2429805.131535196,53.61,55.33,53.51,55.59,57.27,53.47,lmax,313.91058619,17235.887276844245,54.98,55.03,54.81,44118.609104990006,2429805.131535196,-0.75,-1.3491635186184565,1.230000000000004,2.294348069390047,-0.13999999999999346,-0.25463805020006086,direct,,70594195.73347135,3871385694.023569,0,70594195.73347135,3871385694.023569,1743275.8563180757,95611588.56870082,1732385.6650906464,95014370.4817886,/media/37746243/ltc.png
CRO,5,CCCAGG,CRO,USD,2052,0.1276,1656325038,0.1269,3263.9,416.47364,19455671,6954564.480662905,874274.0912156865,25645193.14670656,3265169.1026085652,0.124,0.1284,0.1238,0.1295,0.1331,0.1238,Coinbase,89120.60000000003,11386.820789999994,0.1281,0.1282,0.1274,25645193.14670656,3265169.1026085652,-0.0019000000000000128,-1.4671814671814771,0.003599999999999992,2.9032258064516063,-0.0005000000000000004,-0.39032006245121037,direct,,30263013692,3861560547.0992,0,25263013692,3223560547.0992,108137262.81852189,13791157.192732202,108135959.41852224,13790990.878892247,/media/34478435/mco.png,5,CCCAGG,CRO,INR,2052,11.0845981836,1656325028,11.1031965027,135.85,1505.84266324206,2633627942333100500,3355352.8469621483,37192738.07277372,10980208.35825735,121711197.6234889,10.9282948266,15.0755795814,9.746696042,11.8567973205,15.378099573,9.206955841000001,cryptodotcom,35470.61738723998,393177.5410617708,11.1031965027,11.1217948218,11.0845981836,10980208.35825735,121711197.6234889,-0.7721991368999994,-6.512712632482073,0.15630335700000053,1.4302629960124298,-0.01859831909999876,-0.16750418760467897,multiply,BTC,30263013692,335453346600.60516,0,25263013692,280030355682.60516,108137252.34022188,1198657990.8699183,108135948.94022223,1198643543.2046497,/media/34478435/mco.png,5,CCCAGG,CRO,EUR,2052,0.1207,1656322574,0.1192,1563.3,188.69031,482294,352080.6894458898,41909.19372225354,658881.82516712,79448.44009034225,0.1175,0.1214,0.1175,0.1227,0.1263,0.1174,Coinbase,0,0,0.1207,0.1207,0.1207,658881.82516712,79448.44009034225,-0.0020000000000000018,-1.629991850040751,0.0032000000000000084,2.7234042553191564,0,0,direct,,30263013692,3652745752.6244,0,25263013692,3049245752.6244,108138119.73852187,13052192.45623226,108136816.33852223,13052035.135852303,/media/34478435/mco.png
SAND,5,CCCAGG,SAND,USD,513,1.242,1656325039,1.242,126.63,157.27446,315626,1670993.4135174446,2038549.774765681,4393587.1324037,5443038.311736027,1.177,1.256,1.176,1.295,1.323,1.168,Coinbase,12909.853743590002,16032.417057290459,1.245,1.248,1.238,4393587.1324037,5443038.311736027,-0.052999999999999936,-4.092664092664088,0.06499999999999995,5.522514868309257,-0.0030000000000001137,-0.24096385542169588,direct,,3000000000,3726000000,0,0,0,111572678.25390927,138559469.48464593,111572678.25390927,138559469.48464593,/media/37746667/sand.png,5,CCCAGG,SAND,INR,2052,107.9074474182,1656325022,107.9074474182,139.3,15031.50742535526,1800789341,2860085.606669287,308624537.2132167,6308122.80310979,680693429.684118,103.55067856,147.8818558938,92.44493398479999,118.5875712171,153.9322557258,86.8106700737,HitBTC,45901.76825464001,4953142.644339968,108.0376356519,108.1678238856,107.6098743126,6308122.80310979,680693429.684118,-10.680123798900013,-9.006107207767796,4.356768858199999,4.2073783762561945,-0.13018823370001087,-0.12050266827337898,multiply,BTC,3000000000,323722342254.6,0,0,0,111570601.1467093,12039298776.655497,111570601.1467093,12039298776.655497,/media/37746667/sand.png,5,CCCAGG,SAND,EUR,2052,1.172,1656324896,1.173,1759.29376601,2060.13299999771,1656324896.329136,106105.01032801997,123730.28284884978,347911.65800967,412189.5118678487,1.115,1.187,1.114,1.23,1.252,1.109,Kraken,2116.32277453,2479.019331987129,1.182,1.182,1.172,347911.65800967,412189.5118678487,-0.05800000000000005,-4.7154471544715495,0.05699999999999994,5.11210762331838,-0.010000000000000009,-0.8460236886632835,direct,,3000000000,3516000000,0,0,0,111570772.25390927,130765382.13026218,111570772.25390927,130765382.13026218,/media/37746667/sand.png
OKB,5,CCCAGG,OKB,USD,2052,12.680532931,1656325049,12.68102454,1.1939,15.1392882663209,12728267,6470.877799999987,82054.17903537667,18505.3421,234657.5998984707,12.444569313,12.898950916,12.367643872,12.969362208,13.287834469,12.36610084,OKEX,188.13350000000003,2385.633042174289,12.7480968,12.755182048,12.667928787,18505.3421,234657.5998984707,-0.2888292769999996,-2.2270121873983797,0.23596361799999954,1.896117190279171,-0.06756386900000066,-0.5299918102284935,multiply,BTC,262680011.32,3330922533.8587127,0,0,0,251565.80803824693,3189988.5131426146,251565.80803824693,3189988.5131426146,/media/39500812/okx.png,5,CCCAGG,OKB,INR,2052,1101.578440293,1656325016,1101.578440293,1.1939,1315.174499865813,12728267,6470.877799999987,7128179.474250585,18505.3421,20385085.88760639,1094.123866142,1512.095758014,976.6519830559998,1187.443553139,1530.499057503,922.5681852879999,OKEX,188.13350000000003,207243.8074968632,1105.484087304,1105.484087304,1101.578440293,18505.3421,20385085.88760639,-85.86511284599987,-7.2310900689987285,7.454574151000088,0.6813281733160368,-3.905647010999928,-0.3532974427994552,multiply,BTC,262680011.32,289362637166.0332,0,0,0,251565.80803824693,277119470.44982034,251565.80803824693,277119470.44982034,/media/39500812/okx.png,5,CCCAGG,OKB,EUR,2052,11.99851725,1656325057,12.0030335375,1.1939,14.325029744775,12728267,6470.877799999987,77640.93890594189,18505.3421,222036.6664040013,11.781723305,12.192260558,11.714291016,12.304768675,12.602291078,11.713351008,OKEX,188.13350000000003,2257.323045052875,12.061796616,12.065184696,11.987838081,18505.3421,222036.6664040013,-0.30625142499999924,-2.488884050475652,0.21679394500000093,1.8400868819249607,-0.06327936599999973,-0.5246263721281745,multiply,BTC,262680011.32,3151770647.0532155,0,0,0,251565.80803824693,3018416.687257095,251565.80803824693,3018416.687257095,/media/39500812/okx.png
ICP,5,CCCAGG,ICP,USD,2049,5.973,1656324954,6,41.741,249.277252,22123966,380035.4765663397,2248825.8987277406,817100.6937413199,4882608.314764102,5.751,6.121,5.721,6.143,6.275,5.719,Coinbase,3567.7740521300007,21312.524793604625,6.015,6.015,5.959,817100.6937413199,4882608.314764102,-0.16999999999999993,-2.76737750284877,0.22199999999999953,3.860198226395401,-0.041999999999999815,-0.6982543640897726,direct,,483588571.2796411,2888474536.2532964,0,241741662.2008434,1443922948.3256376,6955361.253737449,41546438.63962098,6946957.693737055,41496244.17573863,/media/37747502/icp.png,5,CCCAGG,ICP,INR,2052,519.079086081,1656325041,519.079086081,0.3576,185.6226811825656,1800789644,114515.20203933961,59442446.41696148,275048.86940151994,142772115.7565533,505.179381832,727.308479805,449.834802074,562.6589273909999,735.879879567,424.612319379,HitBTC,863.528233,448239.4459907808,522.054817137,522.054817137,518.707119699,275048.86940151994,142772115.7565533,-43.57984130999989,-7.745338994633178,13.899704249000024,2.7514393399417165,-2.9757310559999723,-0.5700035625222605,multiply,BTC,483588571.2796411,251020713619.05264,0,241741662.2008434,125483041082.91562,6955360.424537449,3610382132.532855,6946956.864537056,3606020020.288024,/media/37747502/icp.png,5,CCCAGG,ICP,EUR,1026,5.652,1656324817,5.66,1,5.65,3169983,26128.30551203998,148058.60963150617,76857.02198016,439243.9703446544,5.459,5.788,5.411,5.825,5.948,5.414,Coinbase,130.29613,738.22558806,5.689,5.689,5.652,76857.02198016,439243.9703446544,-0.17300000000000004,-2.969957081545065,0.1930000000000005,3.535446052390557,-0.03699999999999992,-0.6503779223062036,direct,,483588571.2796411,2733242604.8725314,0,241741662.2008434,1366323874.759167,6955361.253737449,39316549.88823685,6946957.693737055,39269052.96711463,/media/37747502/icp.png
NEAR,5,CCCAGG,NEAR,USD,513,3.962,1656325038,3.964,75.8,300.3954,468516,180605.43572197005,706060.2783307116,516359.32226673,2057839.0357120633,3.79,3.996,3.779,4.218,4.319,3.767,binanceusa,4860.872964830002,19281.266830365053,3.989,3.989,3.958,516359.32226673,2057839.0357120633,-0.2559999999999998,-6.069227121858696,0.17200000000000015,4.538258575197894,-0.02699999999999969,-0.6768613687640935,direct,,722062157.2404455,2860810266.9866457,0,0,0,28359165.138181217,112371035.67836526,28359165.138181217,112371035.67836526,/media/37458963/near.png,5,CCCAGG,NEAR,INR,2052,344.06890335,1656325045,344.06890335,3.7,1273.054942395,1800789697,431942.3563152967,148617932.8478191,1194191.043023018,410884002.5633224,333.211290652,470.166486945,297.5220266379999,386.472798612,502.435286049,280.109927705,HitBTC,5571.137449199999,1916855.15255836,345.184802496,345.370785687,343.696936968,1194191.043023018,410884002.5633224,-42.40389526199999,-10.972025822850071,10.857612698000025,3.2584768291478827,-1.115899145999947,-0.3232758620689502,multiply,BTC,722062157.2404455,248439134592.2554,0,0,0,28359165.138181217,9757506849.015564,28359165.138181217,9757506849.015564,/media/37458963/near.png,5,CCCAGG,NEAR,EUR,2052,3.7476375,1656325057,3.749048125,3.7,13.86625875,1800789697,431942.3563152967,1618763.372365568,1194191.043023018,4475395.134997175,3.58807933,3.791024665,3.568578843,4.0047869,4.137105274,3.55640478,HitBTC,5571.137449199999,20878.60362227626,3.766267584,3.769355313,3.740254056,1194191.043023018,4475395.134997175,-0.25714939999999986,-6.421050768019638,0.1595581700000004,4.446896384534519,-0.01863008399999977,-0.4946564094156452,multiply,BTC,722062157.2404455,2706027217.80519,0,0,0,28359165.138181217,106279870.74054062,28359165.138181217,106279870.74054062,/media/37458963/near.png
KLAY,5,CCCAGG,KLAY,USD,513,0.2511272181,1656325049,0.250922856,4513.1,1133.36224800711,1187759,299620.64382620965,75242.89876940697,802019.18377406,201408.8464840123,0.2431286484,0.2561295521999999,0.2412025268,0.2549349792,0.2643996712,0.240126586,Binance,7639.21073119,1918.413739403411,0.25135884,0.25214231,0.2506637268,802019.18377406,201408.8464840123,-0.003807761100000029,-1.4936204956844261,0.007998569699999986,3.2898507652790396,-0.00023162189999997862,-0.09214790297408225,multiply,BTC,10906533836.8,2738927501.5491033,0,2911888220.8,731254388.3076626,38622062.665855825,9699051.154560244,38622062.665855825,9699051.154560244,/media/37747671/klay.png,5,CCCAGG,KLAY,INR,513,21.8158283043,1656325038,21.7972299852,4513.1,98457.01472013633,1187759,299620.64382620965,6536472.522136413,802019.18377406,17496712.80996972,21.3758186456,30.0251091663,19.0473568414,23.3412324111,30.4536791544,17.9145513652,Binance,7639.21073119,166655.7096920071,21.7972299852,21.8530249425,21.7972299852,802019.18377406,17496712.80996972,-1.5254041068,-6.535233786861181,0.4400096586999993,2.058445882214532,0.018598319099996985,0.08532423208189743,multiply,BTC,10906533836.8,237935069578.66708,0,2911888220.8,63525253466.28641,38622062.665855825,842572287.8762257,38622062.665855825,842572287.8762257,/media/37747671/klay.png,5,CCCAGG,KLAY,EUR,513,0.237620475,1656325057,0.237507265,4513.1,1072.4049657225,1187759,299620.64382620965,71195.99970578976,802019.18377406,190576.1794075044,0.230178674,0.2420970711,0.2284603779,0.2418712575,0.2507588144,0.2274514032,Binance,7639.21073119,1815.232882570465,0.2378268108,0.2385025575,0.2372065884,802019.18377406,190576.1794075044,-0.004250782499999994,-1.7574566502594855,0.007441800999999998,3.2330540752007275,-0.00020633580000001261,-0.08675884745960383,multiply,BTC,10906533836.8,2591615750.9039884,0,2911888220.8,691924262.1734009,38621998.56585582,9177377.64466798,38621998.56585582,9177377.64466798,/media/37747671/klay.png
ATOM,5,CCCAGG,ATOM,USD,2052,8.493,1656325043,8.5,29.434,249.89466,6442834,972013.858922373,8016453.558541119,2975420.57673843,24891682.396518163,8.051,8.543,8.011,8.439,8.714,8.008,binanceusa,19908.44121156,169267.6266150157,8.499,8.523,8.486,2975420.57673843,24891682.396518163,0.05400000000000027,0.6398862424457906,0.44200000000000017,5.490001242081731,-0.006000000000000227,-0.07059654076950496,direct,,299834842.060743,2546497313.62189,0,299834842.060743,2546497313.62189,12272774.75969486,103854111.47236711,12238006.829397839,103558827.44035453,/media/37746867/atom.png,5,CCCAGG,ATOM,INR,2052,737.237369124,1656325048,737.237369124,12,8846.848429488,1656325048.5302398,151776.16643011107,111895061.6346615,576502.2026847891,425018967.2015249,708.027764654,1002.601672161,631.552863874,771.9656966189999,1029.324271419,594.5508771899999,Kraken,4432.83031016,3268048.155635484,737.237369124,738.7252346519999,737.237369124,576502.2026847891,425018967.2015249,-34.72832749499992,-4.498687914126309,29.209604470000045,4.125488565307074,0,0,multiply,BTC,299834842.060743,221049450132.57217,0,299834842.060743,221049450132.5722,12272781.55969486,9047953188.902979,12238013.62939784,9022320971.440916,/media/37746867/atom.png,5,CCCAGG,ATOM,EUR,1026,8.033,1656324975,8.055,3.068079,24.6329926752,1656324975.5735223,18619.586248050004,146555.29332874258,69468.14856253,551960.479604808,7.602,8.062,7.602,8.008,8.248,7.584,Kraken,843.81822931,6790.32104661842,8.042,8.057,8.033,69468.14856253,551960.479604808,0.025000000000000355,0.31218781218781666,0.43099999999999916,5.669560641936322,-0.009000000000000341,-0.11191245958717161,direct,,299834842.060743,2408573286.273948,0,299834842.060743,2408573286.273948,12272774.75969486,98581122.4868308,12238006.829397839,98301831.70275484,/media/37746867/atom.png
ALGO,5,CCCAGG,ALGO,USD,513,0.3438,1656325055,0.3439,27.5,9.4545,55584094,9043503.786371697,3050237.347021177,23141899.39146149,7907422.151819793,0.3319,0.3463,0.3307,0.3486,0.36,0.3306,Coinbase,110503.61738452002,38013.3536102201,0.3444,0.3449,0.3432,23141899.39146149,7907422.151819793,-0.0048000000000000265,-1.3769363166953603,0.011900000000000022,3.5854172943657794,-0.0005999999999999894,-0.1742160278745614,direct,,7272675929.728679,2500345984.64072,0,6899230555.208303,2371955464.8806148,105099943.87927069,36084597.84672859,105099943.87927069,36084597.84672859,/media/38553120/algo.png,5,CCCAGG,ALGO,INR,2052,29.8689004746,1656325046,29.8689004746,1,29.8689004746,4638870,746207.3428624186,22288392.8573733,2503290.48597786,74770534.38468577,29.1975931154,40.6889388702,26.0682819564,31.9251617109,41.6973388422,24.5934956024,Coinbase,7340.52565783,219253.4303049719,29.8689004746,29.90609711279999,29.8503021555,2503290.48597786,74770534.38468577,-2.0562612362999992,-6.440879626297848,0.6713073592000001,2.2991873218684082,0,0,multiply,BTC,7272675929.728679,217226833529.08493,0,6899230555.208303,206072430804.83612,105099388.33927068,3139203170.247012,105099388.33927068,3139203170.247012,/media/38553120/algo.png,5,CCCAGG,ALGO,EUR,2050,0.3255,1656324845,0.3258,21,6.825,1656324845.2913084,192766.57911874016,62113.18434227917,880754.93191316,285956.0982538266,0.3137,0.3272,0.3132,0.3306,0.3411,0.3133,Kraken,3752.17930145,1222.375435123025,0.326,0.3261,0.3255,880754.93191316,285956.0982538266,-0.005099999999999993,-1.5426497277676932,0.011800000000000033,3.7615556263946552,-0.0005000000000000004,-0.1533742331288345,direct,,7272675929.728679,2367256015.126685,0,6899230555.208303,2245699545.720303,105102179.87927069,34210029.9186187,105102179.87927069,34210029.9186187,/media/38553120/algo.png
