Coin,USD_TYPE,USD_MARKET,USD_FROMSYMBOL,USD_TOSYMBOL,USD_FLAGS,USD_PRICE,USD_LASTUPDATE,USD_MEDIAN,USD_LASTVOLUME,USD_LASTVOLUMETO,USD_LASTTRADEID,USD_VOLUMEDAY,USD_VOLUMEDAYTO,USD_VOLUME24HOUR,USD_VOLUME24HOURTO,USD_OPENDAY,USD_HIGHDAY,USD_LOWDAY,USD_OPEN24HOUR,USD_HIGH24HOUR,USD_LOW24HOUR,USD_LASTMARKET,USD_VOLUMEHOUR,USD_VOLUMEHOURTO,USD_OPENHOUR,USD_HIGHHOUR,USD_LOWHOUR,USD_TOPTIERVOLUME24HOUR,USD_TOPTIERVOLUME24HOURTO,USD_CHANGE24HOUR,USD_CHANGEPCT24HOUR,USD_CHANGEDAY,USD_CHANGEPCTDAY,USD_CHANGEHOUR,USD_CHANGEPCTHOUR,USD_CONVERSIONTYPE,USD_CONVERSIONSYMBOL,USD_SUPPLY,USD_MKTCAP,USD_MKTCAPPENALTY,USD_CIRCULATINGSUPPLY,USD_CIRCULATINGSUPPLYMKTCAP,USD_TOTALVOLUME24H,USD_TOTALVOLUME24HTO,USD_TOTALTOPTIERVOLUME24H,USD_TOTALTOPTIERVOLUME24HTO,USD_IMAGEURL,INR_TYPE,INR_MARKET,INR_FROMSYMBOL,INR_TOSYMBOL,INR_FLAGS,INR_PRICE,INR_LASTUPDATE,INR_MEDIAN,INR_LASTVOLUME,INR_LASTVOLUMETO,INR_LASTTRADEID,INR_VOLUMEDAY,INR_VOLUMEDAYTO,INR_VOLUME24HOUR,INR_VOLUME24HOURTO,INR_OPENDAY,INR_HIGHDAY,INR_LOWDAY,INR_OPEN24HOUR,INR_HIGH24HOUR,INR_LOW24HOUR,INR_LASTMARKET,INR_VOLUMEHOUR,INR_VOLUMEHOURTO,INR_OPENHOUR,INR_HIGHHOUR,INR_LOWHOUR,INR_TOPTIERVOLUME24HOUR,INR_TOPTIERVOLUME24HOURTO,INR_CHANGE24HOUR,INR_CHANGEPCT24HOUR,INR_CHANGEDAY,INR_CHANGEPCTDAY,INR_CHANGEHOUR,INR_CHANGEPCTHOUR,INR_CONVERSIONTYPE,INR_CONVERSIONSYMBOL,INR_SUPPLY,INR_MKTCAP,INR_MKTCAPPENALTY,INR_CIRCULATINGSUPPLY,INR_CIRCULATINGSUPPLYMKTCAP,INR_TOTALVOLUME24H,INR_TOTALVOLUME24HTO,INR_TOTALTOPTIERVOLUME24H,INR_TOTALTOPTIERVOLUME24HTO,INR_IMAGEURL,EUR_TYPE,EUR_MARKET,EUR_FROMSYMBOL,EUR_TOSYMBOL,EUR_FLAGS,EUR_PRICE,EUR_LASTUPDATE,EUR_MEDIAN,EUR_LASTVOLUME,EUR_LASTVOLUMETO,EUR_LASTTRADEID,EUR_VOLUMEDAY,EUR_VOLUMEDAYTO,EUR_VOLUME24HOUR,EUR_VOLUME24HOURTO,EUR_OPENDAY,EUR_HIGHDAY,EUR_LOWDAY,EUR_OPEN24HOUR,EUR_HIGH24HOUR,EUR_LOW24HOUR,EUR_LASTMARKET,EUR_VOLUMEHOUR,EUR_VOLUMEHOURTO,EUR_OPENHOUR,EUR_HIGHHOUR,EUR_LOWHOUR,EUR_TOPTIERVOLUME24HOUR,EUR_TOPTIERVOLUME24HOURTO,EUR_CHANGE24HOUR,EUR_CHANGEPCT24HOUR,EUR_CHANGEDAY,EUR_CHANGEPCTDAY,EUR_CHANGEHOUR,EUR_CHANGEPCTHOUR,EUR_CONVERSIONTYPE,EUR_CONVERSIONSYMBOL,EUR_SUPPLY,EUR_MKTCAP,EUR_MKTCAPPENALTY,EUR_CIRCULATINGSUPPLY,EUR_CIRCULATINGSUPPLYMKTCAP,EUR_TOTALVOLUME24H,EUR_TOTALVOLUME24HTO,EUR_TOTALTOPTIERVOLUME24H,EUR_TOTALTOPTIERVOLUME24HTO,EUR_IMAGEURL
DOGE,5,CCCAGG,DOGE,USD,2052,0.07766,1656325055,0.07769,1500,116.52,35752923,622714611.5420836,47179930.51372814,1574145173.3420093,117322207.10824749,0.07295,0.07851,0.0729,0.07173,0.07857,0.07111,Coinbase,10884775.303643113,844651.697527505,0.07817,0.07828,0.07762,1574145173.3420093,117322207.10824749,0.005930000000000005,8.26711278405131,0.004710000000000006,6.456477039067862,-0.0005099999999999966,-0.6524242036586881,direct,,135005556383.70517,10484531508.758545,0,135005556383.70517,10484531508.758545,6243538779.090007,479947314.530637,6086841208.465995,467778181.19597626,/media/37746339/doge.png,5,CCCAGG,DOGE,INR,2052,6.7325915142,1656325054,6.7511898333,349.0391,2349.937682784006,16563250540001,177352142.76483738,1194039531.403731,388612975.8210198,2616372423.320608,6.4164438322,9.2520697431,5.715859034799999,6.5849320656,9.2520697431,5.1652582769,Bitforex,4161828.4335398613,28019890.79520675,6.7883864715,6.7883864715,6.7325915142,339966435.26431984,2288855137.173383,0.1476594485999998,2.242383780561379,0.31614768200000043,4.927147969619227,-0.05579495729999984,-0.8219178082191757,multiply,BTC,135005556383.70517,908937263278.7831,0,135005556383.70517,908937263278.7831,6243538688.663202,42035195593.873276,6086841118.03919,40980214859.5943,/media/37746339/doge.png,5,CCCAGG,DOGE,EUR,513,0.07348,1656325039,0.07355,200,14.71,17155773,25716041.986578505,1860510.4970647262,67208099.7516786,4771584.4245820865,0.06904,0.0741,0.06901,0.06812,0.07421,0.06752,Binance,476094.83204118995,35083.517286099224,0.07399,0.074,0.07341,67208099.7516786,4771584.4245820865,0.005360000000000004,7.868467410452149,0.0044399999999999995,6.431054461181922,-0.0005099999999999966,-0.6892823354507319,direct,,135005556383.70517,9920208283.074656,0,135005556383.70517,9920208283.074656,6243258041.172708,458587734.1201993,6086587745.223495,447075600.77385116,/media/37746339/doge.png
DOT,5,CCCAGG,DOT,USD,2052,8.165,1656325044,8.168,122.465,999.681795,18936971,853007.9822616392,6812284.062624159,2555695.46636746,20611249.656139933,7.833,8.181,7.8,8.207,8.486,7.799,Coinbase,13496.900901310004,110036.34563960128,8.153,8.166,8.143,2555695.46636746,20611249.656139933,-0.04200000000000159,-0.5117582551480637,0.33199999999999896,4.23847823311629,0.011999999999998678,0.147185085244679,direct,,1206747603.25324,9853094180.562704,0,1206747603.25324,9853094180.562704,16235432.986401277,132306306.50721604,16235432.986401277,132306306.50721604,/media/39334571/dot.png,5,CCCAGG,DOT,INR,2052,708.967924092,1656325040,708.781940901,1.796,1273.306391669232,10873710,328209.7950203645,232690217.0422487,1010088.5443815059,716120378.4592662,688.79692435,961.2572733090001,614.041850646,751.583764035,981.425272749,580.038217983,OKEX,11733.17355414,8318443.697689788,707.1080921820001,709.153907283,706.7361258,1010088.5443815059,716120378.4592662,-42.61583994299997,-5.6701384439453415,20.170999741999935,2.9284392872449003,1.8598319099999117,0.2630194634402821,multiply,BTC,1206747603.25324,855545343181.446,0,1206747603.25324,855545343181.446,16235206.275518876,11510240490.360027,16235206.275518876,11510240490.360027,/media/39334571/dot.png,5,CCCAGG,DOT,EUR,2052,7.718,1656325044,7.716,3.058,23.60776,2303728,152457.7844448899,1165328.6791670362,314082.56084775,2411430.8798412075,7.416,7.731,7.387,7.784,8.044,7.386,Coinbase,1585.090062230001,12230.560765696855,7.711,7.72,7.708,314082.56084775,2411430.8798412075,-0.06599999999999984,-0.8478931140801624,0.3019999999999996,4.072276159654795,0.006999999999999673,0.0907794060433105,direct,,1206747603.25324,9313678001.908506,0,1206747603.25324,9313678001.908506,16235431.761001276,125292404.00662611,16235431.761001276,125292404.00662611,/media/39334571/dot.png
FTT,5,CCCAGG,FTT,USD,1026,27.81,1656325030,27.82,10,278.09,4384170779,230690.77802298267,6353170.184569233,483453.56920341,13428037.46103393,27.16,27.94,27.09,28.29,28.95,27.09,ftx,8518.622000000005,237063.28351700015,27.88,27.9,27.79,483453.56920341,13428037.46103393,-0.4800000000000004,-1.6967126193001076,0.6499999999999986,2.393225331369656,-0.07000000000000028,-0.25107604017216745,direct,,315236930.2859715,8766739031.252867,0,0,0,1550984.366451425,43116068.93250123,1550984.366451425,43116068.93250123,/media/35651305/ftxt.png,5,CCCAGG,FTT,INR,2049,2417.781483,1656325038,2417.781483,0.45,1088.00166735,1800789589,29800.867910130204,72051986.61044171,72342.96465398,174909480.3657163,2389.06208392,3287.38390872,2134.36123496,2592.81700083,3352.9299069,2014.60677809,HitBTC,708.5572120100006,1713136.506843884,2417.781483,2417.781483,2415.92165109,72342.96465398,174909480.3657163,-175.03551782999966,-6.7507856425643675,28.71939908000013,1.2021202493355474,0,0,multiply,BTC,315236930.2859715,762174012803.184,0,0,0,1550984.366451425,3749941281.628742,1550984.366451425,3749941281.628742,/media/35651305/ftxt.png,5,CCCAGG,FTT,EUR,2049,26.33475,1656325057,26.3446625,0.45,11.8506375,1800789589,29800.867910130204,784798.4061963013,72342.96465398,1905133.8884214,25.7258518,26.50668184,25.60024356,26.86781475,27.6083794,25.57837644,HitBTC,708.5572120100006,18659.67703898036,26.380107,26.387517,26.29107153,72342.96465398,1905133.8884214,-0.5330647500000012,-1.9840271900043571,0.6088981999999987,2.3668728434484674,-0.045356999999999204,-0.1719363761488883,multiply,BTC,315236930.2859715,8301685749.848489,0,0,0,1550984.366451425,40844785.54440667,1550984.366451425,40844785.54440667,/media/35651305/ftxt.png
AVAX,5,CCCAGG,AVAX,USD,2052,21.09,1656325043,21.0895,12.468,262.95012,23766813,831895.0050730908,16909268.608040754,1922932.89708082,39417092.260406494,19.72,21.37,19.67,21.05,21.69,19.59,Coinbase,16053.434902570018,338244.4652317797,21.08,21.12,21.05,1922932.89708082,39417092.260406494,0.03999999999999915,0.19002375296911708,1.370000000000001,6.94726166328601,0.010000000000001563,0.04743833017078541,direct,,405997987.29959935,8562497552.14855,0,281905457.29959935,5945386094.44855,9949160.744873319,208690237.5703503,9940248.054872882,208502268.93824106,/media/37305719/avax.png,5,CCCAGG,AVAX,INR,2052,1832.492380923,1656325043,1832.492380923,3.5344,6476.76107113425,5867765,132188.51851460265,242234453.0235082,309153.23698454,566520951.3118521,1732.809658546,2511.168030273,1547.90749006,1927.464490035,2513.43693021,1456.415573967,OKEX,4648.283607040003,8517944.294270083,1828.772717103,1834.724179215,1827.656817957,309153.23698454,566520951.3118521,-94.972109112,-4.927307849405591,99.68272237699989,5.752664286315419,3.7196638199998233,0.2033967253127128,multiply,BTC,405997987.29959935,743988218396.5887,0,281905457.29959935,516589602642.1299,9949160.744873319,18231761261.558556,9940248.054872882,18215428825.039227,/media/37305719/avax.png,5,CCCAGG,AVAX,EUR,1026,19.94,1656325046,19.94,4.99903591,99.7307664045,1656325046.2567482,40259.875703860016,782505.9902651355,99721.14112479001,1955519.0190510862,18.68,20.17,18.66,19.98,20.62,18.57,Kraken,560.94044789,11187.972393492188,19.96,19.98,19.93,99721.14112479001,1955519.0190510862,-0.03999999999999915,-0.20020020020019594,1.2600000000000016,6.745182012847974,-0.019999999999999574,-0.10020040080160107,direct,,405997987.29959935,8095599866.754011,0,281905457.29959935,5621194818.554011,9949134.557144139,198352822.5344769,9940221.867143702,198175103.49586818,/media/37305719/avax.png
LINK,5,CCCAGG,LINK,USD,513,6.928,1656325048,6.925,27.3,189.0525,4384171693,11566087.340158943,104362604.22320007,4451682.347189509,31034484.213671543,6.703,6.988,6.663,7.165,7.485,6.663,ftx,392488.093185459,2818294.9995557694,6.966,6.978,6.91,4451682.347189509,31034484.213671543,-0.2370000000000001,-3.3077459874389405,0.22499999999999964,3.35670595255855,-0.038000000000000256,-0.5455067470571383,direct,,1000000000,6928000000,0,467009549.5205637,3235442159.0784655,28926639.954906322,200596990.5199336,20358722.00260994,141238454.94642428,/media/37746242/link.png,5,CCCAGG,LINK,INR,2050,601.655622885,1656325049,602.58553884,12.6,7580.860848350999,16563250490001,577240.6241448042,347300067.2743683,1759305.661258719,1058496143.469721,588.389748532,823.862777124,524.669603888,655.5535047449999,865.963475955,495.459064325,aax,19602.59795251002,11794013.28128164,604.6313539409999,605.0033203229999,600.911690121,1243184.0279587188,747968660.7021862,-53.897881859999984,-8.221736512714612,13.265874352999958,2.254606642297488,-2.9757310559999723,-0.4921562596124225,multiply,BTC,1000000000,601655622885,0,467009549.5205637,280978921410.038,28926640.817906324,17403876099.268093,20358722.86560994,12248940086.85164,/media/37746242/link.png,5,CCCAGG,LINK,EUR,2052,6.548,1656325035,6.55,0.00683268,0.044754054,238954878,116244.88085245033,755595.2159812856,326076.0875908,2156192.862831642,6.336,6.606,6.314,6.78,7.093,6.314,Bitstamp,8086.193520159999,53193.80632703622,6.595,6.6,6.543,326076.0875908,2156192.862831642,-0.2320000000000002,-3.421828908554575,0.21199999999999974,3.345959595959592,-0.04699999999999971,-0.7126611068991617,direct,,1000000000,6548000000,0,467009549.5205637,3057978530.260651,28928226.656555913,189443074.78841522,20358833.77075953,133330690.1722205,/media/37746242/link.png
TRX,5,CCCAGG,TRX,USD,2052,0.06931,1656325052,0.0692825,2798,193.852435,4384171768,144602933.28703454,9777780.821784465,255234512.4602757,16960240.964549366,0.06502,0.06946,0.0649,0.06481,0.06948,0.06402,ftx,4365994.407855601,301937.90754491324,0.06902,0.06935,0.06886,255234512.4602757,16960240.964549366,0.00449999999999999,6.943372936275251,0.004290000000000002,6.597969855429102,0.0002899999999999986,0.42016806722688876,direct,,99241947122,6878459355.025821,0,66140232427,4584179509.515369,3353414824.541958,231695118.39493075,3256048249.2150154,224946641.05902037,/media/37746879/trx.png,5,CCCAGG,TRX,INR,2052,6.0072570693,1656325057,6.0072570693,711,4271.159776272299,00c77b48-2eeb-4170-a896-1dbfdb2796d5,111282930.36425604,668505170.1230967,187104998.3403519,1123987823.981444,5.7137785134,8.1680397732,5.1046255542,5.9381976663,8.1680397732,4.68150297,LAToken,3512494.4604020813,21100457.17812749,5.9700604311,6.025855388399999,5.9700604311,123683390.2224519,742997920.2688146,0.0690594029999998,1.162969083901002,0.29347855589999927,5.136330629752815,0.0371966381999993,0.6230529595015458,multiply,BTC,99241947122,596171888419.7312,0,66140232427,397321378812.24084,3353560361.5019574,20145699188.956898,3256193786.175015,19560793141.01059,/media/37746879/trx.png,5,CCCAGG,TRX,EUR,2052,0.06551,1656325052,0.06542,610,40.0282,1325311,6472162.23103511,414742.3058288304,12312456.5305144,774830.3123244909,0.06144,0.06563,0.06144,0.06143,0.06565,0.06076,Binance,238141.12035482985,15559.383790675554,0.06524,0.06551,0.06518,12312456.5305144,774830.3123244909,0.00408,6.64170600683705,0.004069999999999997,6.624348958333329,0.00026999999999999247,0.4138565297363465,direct,,99241947122,6501339955.96222,0,66140232427,4332846626.29277,3353579685.5219574,219661246.48355395,3256213110.195015,213282762.13388592,/media/37746879/trx.png
SHIB,5,CCCAGG,SHIB,USD,2052,1.155e-05,1656325049,1.156e-05,4139614,47.8125417,82076876,1360808943023.2585,15496703.982436594,4207208494306.915,48305884.988279864,1.098e-05,1.172e-05,1.094e-05,1.177e-05,1.2e-05,1.091e-05,Coinbase,28834786649.03429,333182.3406961052,1.16e-05,1.162e-05,1.151e-05,4207208494306.915,48305884.988279864,-2.2000000000000128e-07,-1.8691588785046835,5.699999999999996e-07,5.191256830601089,-5.0000000000001215e-08,-0.43103448275863115,direct,,589673010008944.4,6810723265.603308,0,0,0,21899542771707.117,252652345.8922522,21899542771707.117,252652345.8922522,/media/37747199/shib.png,5,CCCAGG,SHIB,INR,2052,0.000929915955,1656322740,0.0010043092314,1964000,1826.35493562,1800758753,652143000,606438.180641565,1417779000,1318415.312763945,0.00092455963,0.001260499965,0.00082599119,0.000979900605,0.001512599958,0.000780250495,HitBTC,0,0,0.000929915955,0.000929915955,0.000929915955,1417779000,1318415.312763945,-4.99846500000001e-05,-5.100991850086682,5.356324999999983e-06,0.5793379708780907,0,0,multiply,BTC,589673010008944.4,548346340240.19214,0,0,0,21899553108384.176,20364743842.85629,21899553108384.176,20364743842.85629,/media/37747199/shib.png,5,CCCAGG,SHIB,EUR,2052,1.012875e-05,1656325057,1.09431675e-05,1964000,19.892865,1800758753,652143000,6605.39341125,1417779000,14360.32904625,9.955825e-06,1.0163605e-05,9.907215e-06,1.0154125e-05,1.2454908e-05,9.90642e-06,HitBTC,0,0,1.0146195e-05,1.0149045e-05,1.0119735e-05,1417779000,14360.32904625,-2.5374999999999736e-08,-0.2498984402890425,1.729249999999997e-07,1.7369228567195556,-1.744499999999895e-08,-0.17193637614888096,multiply,BTC,589673010008944.4,5972650500.128096,0,0,0,21899542771707.117,221814993.84892848,21899542771707.117,221814993.84892848,/media/37747199/shib.png
DAI,5,CCCAGG,DAI,USD,2052,0.9997,1656325055,1,2.89029,2.889422913,19241773,6201280.5135893,6204130.014558274,8089855.499116,8092050.0863021035,0.9999,1.001,0.9993,0.9998,1,0.9991,Coinbase,59024.10779726,58998.2217002997,0.9999,0.9999,0.9997,8089855.499116,8092050.0863021035,-9.999999999998899e-05,-0.010002000400078915,-0.00019999999999997797,-0.0200020002000178,-0.00019999999999997797,-0.0200020002000178,direct,,6311793946.643717,6309900408.4597225,0,6311793946.643717,6309900408.459723,13815247.998400874,13815724.967837192,13725184.598400794,13725688.586857112,/media/37747610/dai.png,5,CCCAGG,DAI,INR,2049,86.86930732748111,1656325034,86.86269409845423,71.724907,6230.692989218001,1800789534,1308593.0635430422,113676573.0035305,3237089.1683577714,281203693.8125315,87.92037086785456,78.92737791567389,117.2936174311069,91.59588889039487,74.57249225364093,115.4036624298583,HitBTC,18189.601593376003,1580118.09097942,86.72020693497961,86.93236611556226,86.71996432036876,3204183.3761652615,278345190.4377061,-4.726581562913765,-5.160255138273366,-1.0510635403734483,-1.1954721414371765,0.1491003925014951,0.1719326991612075,invert_divide,BTC,6311793946.643717,548301168138.72797,0,6311793946.643717,548301168138.72797,0,0,0,0,/media/37747610/dai.png,5,CCCAGG,DAI,EUR,2052,0.9458,1656325046,0.9577,223.98026748,211.838297179909,1656325046.1143093,510631.92307700036,482855.7779049576,748814.27191166,708560.3836538619,0.9465,0.9475,0.944,0.9487,0.9491,0.944,Kraken,24420.802685149974,23091.937990027236,0.946,0.946,0.9452,748814.27191166,708560.3836538619,-0.0029000000000000137,-0.3056814588384119,-0.0007000000000000339,-0.07395668251453079,-0.00019999999999997797,-0.021141649048623465,direct,,6311793946.643717,5969694714.735627,0,6311793946.643717,5969694714.735627,13815245.108110875,13066790.668531079,13725181.708110794,12981608.704811003,/media/37747610/dai.png
XLM,5,CCCAGG,XLM,USD,2052,0.1231,1656325053,0.1231,14263.7,1757.28784,2988842183,34622995.1852717,4226658.51997962,100435833.12841868,12390465.388695078,0.1202,0.1236,0.1197,0.1256,0.1281,0.1196,P2PB2B,1126277.0828141,138724.93466425102,0.1233,0.1233,0.123,100435833.12841868,12390465.388695078,-0.0024999999999999883,-1.9904458598726023,0.0029,2.4126455906821964,-0.00020000000000000573,-0.16220600162206467,direct,,50001787717.97895,6155220068.083209,0,25026077687.297253,3080710163.306292,347881686.96300757,42851049.99573297,346672418.52661055,42702189.0512125,/media/37746346/xlm.png,5,CCCAGG,XLM,INR,2052,10.7126318016,1656325025,10.6940334825,450.1,4821.75557390016,1800789376,7132477.9318389455,76407609.91682808,15578850.857735667,166890493.1309625,10.5584709746,14.621799594,9.3997797422,11.5040331027,14.873899587,8.8792506331,HitBTC,114384.78163308,1225362.049341604,10.6940334825,10.7126318016,10.6754351634,15578850.857735667,166890493.1309625,-0.7914013010999987,-6.8793378290458564,0.1541608270000001,1.4600677254391976,0.018598319100000538,0.17391304347826592,multiply,BTC,50001787717.97895,535650741244.4736,0,25026077687.297253,268095155702.25275,347881686.96300757,3726728422.9541707,346672418.52661055,3713773975.445753,/media/37746346/xlm.png,5,CCCAGG,XLM,EUR,2052,0.1166,1656324830,0.11656,1000,116.6,3134745,2172875.741651381,251024.34597679603,6021018.256492141,705200.4234264771,0.1136,0.1168,0.1134,0.1191,0.1214,0.1133,Binance,62709.585021709994,7307.393114296734,0.1167,0.1168,0.1166,6021018.256492141,705200.4234264771,-0.0025000000000000022,-2.099076406381194,0.002999999999999989,2.6408450704225253,-0.00010000000000000286,-0.08568980291345575,direct,,50001787717.97895,5830208447.916346,0,25026077687.297253,2918040658.3388596,347883000.5284168,40566307.55633289,346673732.0370198,40425306.850236,/media/37746346/xlm.png
MATIC,5,CCCAGG,MATIC,USD,2052,0.5883,1656325048,0.5886,10,5.88381,4384172367,43332680.13929631,24800094.322081488,100756022.45134696,58630361.407620326,0.5582,0.5963,0.554,0.6092,0.6263,0.5539,ftx,631796.7193539101,372232.9102778733,0.5918,0.5924,0.5869,100756022.45134696,58630361.407620326,-0.02089999999999992,-3.430728824688102,0.030100000000000016,5.392332497312793,-0.0034999999999999476,-0.5914160189253037,direct,,10000000000,5883000000,0,7956181044.62,4680621308.549946,428538039.87526155,251464522.25810927,406709946.4087315,238623054.8717497,/media/37746047/matic.png,5,CCCAGG,MATIC,INR,516,51.145377525,1656325054,51.13328861758499,3542.9658,181206.3233991636,16563250540001,28313152.45735364,1448086871.354234,65058775.74577462,3327455646.831956,49.0571339678,70.08379805400001,43.694933951,55.81513846079999,72.2770679931,41.2128311459,Bitforex,811730.6970749998,41516272.95053228,51.331360716,51.3685573542,51.0337876104,43230682.27927462,2211049565.836828,-4.669760935799992,-8.366477383335083,2.088243557200002,4.256758168079444,-0.18598319099999827,-0.36231884057970676,multiply,BTC,10000000000,511453775250,0,7956181044.62,406921883184.33875,428538039.87526155,21917739833.243755,406709946.4087315,20801333752.247093,/media/37746047/matic.png,5,CCCAGG,MATIC,EUR,513,0.5564,1656324986,0.55617,415,230.9475,5413286,1733695.00675436,943387.6399323491,4535646.73588873,2522360.786649148,0.5279,0.5636,0.5247,0.5782,0.5939,0.5247,Coinbase,37723.22785328,21039.56845985789,0.5606,0.5606,0.5557,4535646.73588873,2522360.786649148,-0.02180000000000004,-3.7703216879972397,0.02849999999999997,5.398749763212724,-0.0041999999999999815,-0.7491972886193332,direct,,10000000000,5564000000,0,7956181044.62,4426819133.226568,428532233.84916157,238434061.85647416,406707703.3484315,226290893.08586797,/media/37746047/matic.png
UNI,5,CCCAGG,UNI,USD,2049,5.859,1656325043,5.856,0.747559,4.383685976,24285540,496045.155903679,2832304.0355875306,1690856.79143993,9678408.604403883,5.595,5.919,5.554,5.574,6.073,5.47,Coinbase,4816.384365349999,28282.316858436043,5.9,5.905,5.851,1690856.79143993,9678408.604403883,0.28500000000000014,5.1130247578040935,0.26400000000000023,4.71849865951743,-0.04100000000000037,-0.6949152542372944,direct,,1000000000,5859000000,0,554977939.1640183,3251615745.561983,12217067.810919756,71351478.96753618,12217067.810919756,71351478.96753618,/media/37746885/uni.png,5,CCCAGG,UNI,INR,2052,509.221976958,1656325042,508.8500105759999,1.66,845.30848175028,18499835,757531.2845427783,385751578.3224068,1193008.8693200198,607506334.9635687,492.235547012,694.787580708,437.7753306999999,510.332235084,716.972380092,402.921355618,Binance,20969.441104529902,10678100.25495306,511.639758441,511.825741632,508.4780441939999,1193008.8693200198,607506334.9635687,-1.1102581259999624,-0.21755594682691665,16.986429946000044,3.450874291609407,-2.417781482999999,-0.4725554343874952,multiply,BTC,1000000000,509221976958,0,554977939.1640183,282606963349.17804,12217044.173319759,6221187386.521103,12217044.173319759,6221187386.521103,/media/37746885/uni.png,5,CCCAGG,UNI,EUR,513,5.543,1656325052,5.543,5,27.715,1656325052.423576,39048.42879079001,211869.15650415543,139804.87309819,761655.7748333757,5.289,5.586,5.283,5.269,5.757,5.203,Kraken,1566.14601173,8693.651674928215,5.574,5.574,5.533,139804.87309819,761655.7748333757,0.274,5.200227747200607,0.25400000000000045,4.802420117224437,-0.030999999999999694,-0.5561535701471061,direct,,1000000000,5543000000,0,554977939.1640183,3076242716.7861533,12217060.151319757,67705881.78201552,12217060.151319757,67705881.78201552,/media/37746885/uni.png
GMT,5,CCCAGG,GMT,USD,2052,0.9806,1656325051,0.981,200,196.2,4384172436,1354291.4960104623,1312774.8275349129,4003652.07564108,3970091.629004593,0.9411,0.993,0.9361,1.023,1.061,0.9358,ftx,33448.66240171,32869.227301671475,0.9878,0.9881,0.9798,4003652.07564108,3970091.629004593,-0.04239999999999988,-4.144672531769294,0.03949999999999998,4.197216023801931,-0.007199999999999984,-0.7288924883579656,direct,,5851549102.904247,5738029050.307905,0,0,0,46716104.79053306,45853922.76122767,46716104.79053306,45853922.76122767,/media/39838490/gmt.png,5,CCCAGG,GMT,INR,1028,85.1617031589,1656325014,85.4220796263,32.1,2733.69067140069,6159257,1984482.607914081,169001918.7791787,6083381.6054416,518071138.48493,82.6001573442,118.3105267149,73.7114537956,93.5021157291,124.8903365322,69.4578990649,Binance,28249.05961206,2405738.029200324,85.5336695409,85.6452594555,85.1245065207,6083381.6054416,518071138.48493,-8.340412570200002,-8.92002550441142,2.561545814699997,3.101139146776532,-0.37196638199999654,-0.4348771472059103,multiply,BTC,5851549102.904247,498327887721.25903,0,0,0,46716104.79053306,3978423048.9114423,46716104.79053306,3978423048.9114423,/media/39838490/gmt.png,5,CCCAGG,GMT,EUR,2052,0.929,1656324534,0.927,128,118.91456,651918,95972.39873632014,88364.6644324501,427341.99026548996,408492.8316818378,0.8901,0.9385,0.8871,0.9726,1.005,0.8868,Binance,4601.7,4294.222194999999,0.9349,0.9356,0.929,427341.99026548996,408492.8316818378,-0.04359999999999997,-4.482829529097262,0.038900000000000046,4.370295472418834,-0.005899999999999905,-0.6310835383463371,direct,,5851549102.904247,5436089116.598046,0,0,0,46716104.79053306,43410753.47313041,46716104.79053306,43410753.47313041,/media/39838490/gmt.png
WBTC,5,CCCAGG,WBTC,USD,2050,21378.4428,1656325047,21377.7476,0.00057,12.185712396,1800789536,14.483550000000005,309635.7452159401,34.39866498,735389.8916712931,21029.2875,21682.323,20665.6704,21395.8162,22468.563,20283.459,HitBTC,0.09697000000000001,2073.067598316,21430.409,21474.558,21358.9772,34.39866498,735389.8916712931,-17.3734000000004,-0.08119998712645699,349.15530000000217,1.6603287201242656,-51.966199999998935,-0.24248813916710096,multiply,ETH,264928.83001222,5663765838.487169,0,0,0,697.364399955867,14908564.935212824,692.2201149558776,14798588.132593654,/media/35309588/wbtc.png,5,CCCAGG,WBTC,INR,2050,1859645.926809,1656325015,1859273.960427,0.0005,929.8229634045,2497243,112.58842257000012,209374601.4381512,526.9945723727851,980023309.9635005,1848194.70037,2520999.93,1650660.794096,1958429.349153,2520999.93,1558940.48901,Binance,5.62935,10468597.79808224,1858901.994045,1859831.91,1858716.010854,526.9945723727851,980023309.9635005,-98783.42234399985,-5.044012559693442,11451.226439000107,0.619589831997009,743.9327640000265,0.04002001000500392,multiply,BTC,264928.83001222,492673819626.4989,0,0,0,697.364399955867,1296850865.8795304,692.2201149558776,1287284317.2329555,/media/35309588/wbtc.png,5,CCCAGG,WBTC,EUR,2050,20224.0632,1656325043,20222.37734,0.00057,11.527716024,1800789536,14.483550000000005,292916.2305603601,34.39866498,695680.7745511468,19900.4715,20494.89,19564.416,20304.1859,21299.031,19196.3994,HitBTC,0.09697000000000001,1961.127408504,20274.9866,20310.672,20203.381,34.39866498,695680.7745511468,-80.1226999999999,-0.3946117337312199,323.59170000000086,1.6260504179511568,-50.923399999999674,-0.2511636678467628,multiply,ETH,264928.83001222,5357937401.669194,0,0,0,697.364399955867,14103541.698137533,692.2201149558776,13999503.353178935,/media/35309588/wbtc.png
